AcX,AcY,AcZ,HR,Magnitude,SPO2,Temp,docId
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293349588
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293350594
"0,0,0,0,0,0","0,0,0,0,0,0","0,0,0,0,0,0","93,93,93,93,93,93","0,0,0,0,0,0","80,80,80,80,80,80","0,0,0,0,0,0",4293351604
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293352604
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293353605
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0,0",4293354613
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0",4293355620
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293356625
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293357635
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293358642
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293359650
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293360657
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293361663
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293362669
"0,0,0,0,0,0","0,0,0,0,0,0","0,0,0,0,0,0","93,93,93,93,93,93","0,0,0,0,0,0","80,80,80,80,80,80","0,0,0,0,0,0",4293363677
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293364686
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293365695
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293366698
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0",4293367698
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293368699
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","93,93,93,93,93,93,93","0,0,0,0,0,0,0","80,80,80,80,80,80,80","0,0,0,0,0,0,0",4293369712
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0,0",4293370718
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293371719
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293372726
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0,0",4293373727
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","93,93,93,93,93,93,93","0,0,0,0,0,0,0","80,80,80,80,80,80,80","0,0,0,0,0,0,0",4293374728
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293375743
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293376751
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293377760
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293378760
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293379761
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293380768
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293381772
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293382777
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293383782
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293384792
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293385797
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293386805
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293387812
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293388818
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0",4293389818
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293390822
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293391834
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293392835
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293393842
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293394845
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293395856
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293396864
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293397867
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293398881
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293399889
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293400897
"0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0,0,0",4293401909
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","93,93,93,93,93","0,0,0,0,0","80,80,80,80,80","0,0,0,0,0",4293402915
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293403926
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293404938
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293405943
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293406950
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293407963
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293408966
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293409967
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293410967
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293411970
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293412970
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293413983
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293414987
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0",4293415990
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293416998
"0,0,0,0,0,0","0,0,0,0,0,0","0,0,0,0,0,0","93,93,93,93,93,93","0,0,0,0,0,0","80,80,80,80,80,80","0,0,0,0,0,0",4293418013
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293419028
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293420031
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293421042
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293422046
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293423055
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293424063
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293425066
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0",4293426073
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293427077
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293428087
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293429091
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293430092
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293431097
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293432110
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293433113
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293434120
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293435128
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293436129
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293437129
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293438130
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0",4293439137
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0",4293440149
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0",4293441155
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0,0",4293442160
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293443171
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293444174
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0","80,80,80,80,80,80,80,80,80,80,80","0,0,0,0,0,0,0,0,0,0,0",4293445180
